battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range
1695,0,0.5,1,6,1,46,0.7,3,9,446,15,1,1,1,1
1623,1,1.2,0,6,1,61,0.9,7,12,1510,17,1,1,0,2
914,1,0.5,0,0,1,26,0.7,4,0,1122,2,1,1,1,0
1721,1,0.5,1,4,1,33,0.5,4,5,707,5,1,1,1,0
890,1,2.2,1,4,0,44,0.5,8,13,751,3,0,0,0,0
600,0,0.5,0,1,0,48,0.8,3,7,3393,8,1,0,0,2
1677,0,1.8,1,4,0,11,0.7,6,8,3771,12,1,0,0,3
723,0,0.5,0,0,1,3,0.2,4,3,1851,16,1,0,0,1
638,0,1.7,1,11,0,27,0.5,4,17,2735,9,1,1,0,2
852,0,1.0,1,4,1,62,0.7,7,13,2253,7,1,1,0,1
1979,1,1.6,1,0,0,32,0.2,7,1,452,14,0,1,0,0
710,1,0.5,0,6,0,32,0.8,5,9,1419,18,0,1,0,0
1034,0,2.6,1,2,1,45,0.3,3,4,969,7,1,0,0,0
600,0,2.5,1,8,1,22,0.1,1,11,3441,5,1,0,0,2
1027,0,0.5,0,2,1,64,0.9,2,7,3786,12,1,0,0,3
1260,0,0.6,0,5,1,13,1.0,6,6,2710,8,1,1,0,2
1793,0,1.8,1,10,0,12,0.5,6,17,3533,15,1,1,1,3
675,0,2.3,0,10,0,60,0.9,5,15,1735,13,1,0,1,0
658,1,2.7,0,0,1,12,0.9,7,3,3587,20,1,0,0,3
1694,1,0.6,0,0,1,34,0.3,7,7,2298,2,1,1,0,2
804,1,0.8,1,12,1,41,0.9,1,13,2027,11,1,0,0,1
1713,0,2.5,1,1,0,27,0.9,7,3,2406,20,1,0,1,2
706,0,0.5,0,13,1,31,0.1,3,19,2419,4,1,0,1,1
1362,0,0.5,0,3,0,25,0.8,7,9,995,18,0,1,1,0
1527,0,2.7,0,10,1,60,0.1,5,14,2078,11,1,1,1,2
768,0,0.5,1,0,0,19,0.9,2,1,1145,7,0,0,1,0
1314,0,2.9,1,8,1,41,0.1,4,12,626,4,1,1,1,0
705,1,0.5,0,5,1,57,0.9,6,9,1509,18,1,1,1,1
1403,0,2.7,0,2,1,26,0.1,5,3,3371,9,1,0,1,3
1486,0,2.6,0,7,0,52,0.1,4,15,297,15,0,1,0,0
781,0,1.1,0,2,0,38,0.4,5,7,3508,5,0,0,1,3
986,1,1.5,0,1,1,23,0.8,8,3,2385,19,1,0,0,1
1310,0,1.4,0,0,0,33,0.4,1,14,1301,19,0,0,1,1
560,1,2.0,1,6,1,57,0.3,3,12,2167,7,1,0,1,1
1348,0,1.3,0,0,0,43,0.4,5,6,3914,8,1,0,1,3
1567,0,0.5,1,3,0,22,0.5,6,6,2312,18,1,0,0,2
1940,1,0.9,1,4,0,17,0.7,5,7,2297,8,0,1,0,2
1979,1,2.9,1,0,1,19,1.0,3,9,411,2,1,1,1,0
561,1,2.1,1,7,1,2,0.1,3,13,665,4,1,1,0,0
1717,1,1.3,0,1,0,62,0.7,1,3,3226,5,0,1,0,3
535,0,1.5,0,1,1,48,0.7,1,4,740,18,1,1,0,0
1413,0,0.5,1,4,1,39,0.1,5,12,3878,4,1,0,0,3
1358,0,2.5,1,0,0,20,0.6,7,0,3406,11,0,0,1,3
1519,0,2.9,0,2,0,30,0.7,7,8,2440,10,1,1,1,2
1254,0,1.2,1,2,0,50,0.7,5,6,3959,17,1,1,0,3
1591,1,2.2,0,3,1,49,0.4,6,7,3703,20,1,1,0,3
977,1,2.8,1,2,0,35,0.6,2,15,3714,10,0,1,1,3
1640,1,0.7,0,10,1,21,0.8,7,14,337,5,1,1,0,0
663,0,0.8,1,0,0,25,0.6,2,1,3176,2,1,0,1,2
1744,1,1.0,0,1,1,20,0.5,8,3,1205,14,1,0,0,1
1624,0,1.6,1,8,0,28,0.4,2,10,2473,2,1,0,0,2
1108,1,1.3,1,14,1,2,0.3,7,20,1229,4,1,1,0,0
1188,1,1.4,1,0,1,9,0.6,2,0,2896,16,1,0,1,3
817,0,1.3,0,0,0,11,0.5,3,11,2039,19,0,1,0,1
863,0,1.6,1,5,1,6,0.7,4,13,520,18,1,0,1,0
1397,0,2.4,1,5,1,3,0.2,3,15,1378,4,1,1,1,1
1108,0,1.0,0,3,0,49,0.7,5,12,3254,16,1,0,0,3
1068,0,2.0,1,1,1,37,0.9,7,13,1803,7,1,0,0,1
1702,1,2.3,0,12,1,52,0.5,2,15,2501,4,1,0,0,3
808,0,0.5,1,0,0,8,0.1,4,1,3762,12,1,0,1,3
1156,0,0.5,0,6,0,61,0.1,7,9,1796,13,0,1,1,1
1271,0,0.5,1,2,0,54,0.1,8,3,990,6,0,1,1,0
696,0,0.5,0,6,0,51,0.3,3,8,2630,9,0,0,1,1
1981,1,1.9,1,13,0,45,0.3,6,18,1380,13,0,1,0,1
614,0,1.7,1,0,1,58,0.2,7,2,3487,11,1,1,1,2
1590,0,0.6,1,0,0,7,0.3,3,17,1201,18,1,1,1,1
1945,0,1.6,0,4,0,21,0.7,3,10,3015,15,0,0,0,3
1135,1,2.8,1,9,0,43,0.4,1,11,3204,6,1,0,0,3
1049,0,0.6,1,8,1,2,0.3,6,10,433,6,1,0,0,0
1807,1,2.1,0,2,0,49,0.8,1,10,1906,13,0,1,1,2
984,1,0.5,0,13,1,42,0.8,7,17,898,13,1,1,0,0
720,1,1.4,1,0,1,61,0.6,7,8,2799,15,1,0,1,3
1536,0,0.8,0,12,0,13,0.3,7,20,2020,16,1,1,0,2
771,1,0.5,0,3,0,25,1.0,4,6,770,20,0,1,0,0
503,0,2.5,0,3,0,57,0.6,6,11,305,16,0,0,1,0
675,0,2.4,0,1,0,42,0.6,7,2,2953,13,1,1,0,2
1936,1,1.9,1,13,1,34,0.2,7,14,1671,9,1,0,1,1
1303,0,1.0,1,0,1,15,0.1,3,10,2574,14,1,1,1,2
1004,1,2.9,1,0,0,35,0.2,6,9,3772,18,0,1,1,3
1972,0,1.2,1,0,0,37,0.7,2,1,2870,17,0,0,0,3
1822,0,1.2,0,0,0,8,0.2,6,0,2577,8,1,1,0,2
1159,1,2.8,0,5,1,18,0.5,1,7,2246,3,1,1,0,1
1782,1,2.8,1,6,1,58,0.8,1,13,2405,16,1,0,1,2
894,0,2.1,1,16,0,16,0.7,8,20,3377,6,1,1,1,2
1884,0,2.1,1,7,1,43,0.8,1,18,3619,7,1,1,1,3
1648,1,0.5,0,1,1,17,0.9,2,3,1184,2,1,0,1,1
798,0,2.4,0,5,0,4,0.2,3,9,2965,14,1,1,0,2
802,1,2.4,1,1,0,45,0.8,3,9,3713,8,0,0,0,3
1276,1,2.9,1,2,0,53,0.3,2,3,3798,8,1,1,1,3
1331,1,1.6,0,0,0,16,0.5,2,7,1026,20,1,0,1,1
1620,0,2.6,1,6,0,5,0.9,6,18,1086,13,1,0,0,1
1996,0,2.5,0,5,1,51,0.4,4,9,2236,12,1,0,1,2
1092,0,2.7,1,8,0,45,0.8,1,10,1303,20,0,1,1,1
1018,1,0.7,1,7,0,63,0.1,5,18,3048,2,0,0,1,2
545,0,0.5,0,0,1,11,0.3,3,1,616,19,1,1,1,0
554,1,1.3,0,0,0,12,0.1,6,10,3764,4,0,1,1,2
1264,0,2.9,1,2,1,34,0.2,3,3,419,3,1,1,1,0
1030,0,1.6,1,3,1,58,0.2,6,20,2858,18,1,1,1,3
1432,1,1.7,1,6,1,39,0.3,4,18,504,10,1,1,0,0
558,1,2.8,0,1,1,49,0.8,5,4,392,8,1,1,1,0
829,0,0.5,0,0,0,56,0.6,7,1,820,11,1,0,1,0
1741,1,1.8,0,0,0,14,0.7,8,0,3387,3,1,0,0,3
1849,1,2.3,0,7,1,15,0.4,5,19,3447,19,1,0,1,3
733,0,2.1,0,5,1,7,0.2,7,10,1403,2,1,1,0,0
1872,1,0.9,1,0,0,16,0.5,2,2,2295,16,0,0,1,2
1853,0,0.5,1,1,0,27,0.3,6,13,1973,8,1,0,1,2
1149,1,2.2,0,4,0,30,0.2,6,5,3755,8,1,0,0,3
891,0,0.5,1,9,1,25,0.3,2,19,2073,10,1,0,1,1
1911,1,2.0,0,7,1,64,0.6,8,8,3872,11,1,1,0,3
550,1,0.5,0,16,1,23,0.1,2,17,302,8,1,0,0,0
576,0,0.8,0,0,1,27,0.1,2,4,1519,8,1,0,1,1
1760,0,1.9,0,1,1,50,0.8,1,2,2549,4,1,1,0,2
969,0,2.4,0,0,0,45,0.3,7,0,404,19,1,0,1,0
1160,0,1.1,0,1,1,63,0.7,3,2,595,15,1,0,1,0
827,0,1.1,1,2,1,18,0.9,2,16,1663,17,1,1,1,0
1786,0,0.5,0,9,1,58,0.7,7,10,2764,7,1,1,1,3
774,1,0.6,1,2,1,8,0.4,1,4,2614,14,1,1,1,2
819,1,2.5,1,0,1,11,0.2,8,1,1094,15,1,0,0,0
1042,0,2.2,0,15,1,11,0.6,5,16,2826,2,1,0,0,2
1368,0,3.0,1,10,0,50,0.2,7,18,2496,5,0,1,1,2
1592,0,2.1,0,6,1,50,0.1,2,17,2103,7,1,0,0,1
1067,0,1.8,1,11,0,14,0.2,1,15,966,13,0,0,1,0
1892,1,0.7,0,5,0,47,0.4,4,10,2172,3,1,1,1,2
915,0,1.1,0,6,0,56,0.6,8,17,905,12,0,1,0,0
774,1,2.8,0,7,1,55,0.9,3,18,3916,12,1,1,0,3
1848,1,1.4,1,2,1,42,0.7,2,10,3902,3,1,0,1,3
1501,0,1.1,0,12,1,2,0.2,1,15,2487,16,1,1,1,2
1614,0,1.9,0,8,1,55,0.3,3,17,3914,13,1,0,0,3
911,1,2.9,0,0,0,46,0.1,5,1,363,17,0,1,0,0
1520,0,0.5,0,1,1,24,0.7,5,8,3233,4,1,0,1,3
1647,0,1.4,1,3,1,38,0.3,6,15,2532,15,1,0,1,2
1347,0,0.9,1,8,1,53,0.8,6,15,3836,14,1,0,1,3
967,1,1.6,0,4,0,25,0.6,8,9,3076,18,0,1,1,2
1442,0,2.2,0,0,1,56,0.7,5,3,1513,7,1,1,0,2
1204,1,2.6,0,0,0,10,0.3,7,3,1724,19,1,0,0,1
1320,0,2.1,1,0,1,41,0.6,7,2,542,14,1,1,0,0
1800,1,0.7,0,2,1,8,0.4,7,6,3481,8,1,0,1,3
1567,0,2.1,1,3,0,22,0.8,3,19,3991,10,1,0,0,3
1439,0,0.9,0,12,1,20,0.8,1,17,1790,15,1,0,1,1
1422,0,1.0,0,15,0,3,0.1,1,17,509,3,1,1,1,0
1591,1,2.2,1,4,1,52,1.0,3,16,282,14,1,1,1,0
880,0,1.7,0,2,0,6,0.6,4,19,3006,3,1,0,0,2
1929,1,0.5,1,0,1,19,1.0,6,2,1913,6,1,1,0,1
1642,1,1.6,1,0,0,5,0.4,5,2,1333,2,0,0,1,2
1511,0,2.5,1,3,0,21,0.2,3,18,3746,5,1,0,0,3
1312,0,1.3,0,5,1,10,0.6,2,9,3941,13,1,1,1,3
1852,0,1.4,0,4,1,10,0.7,1,18,3970,11,1,0,1,3
972,1,1.3,0,8,0,44,0.7,7,10,3925,7,0,1,0,3
691,1,2.7,1,4,1,33,0.9,4,8,424,15,1,1,1,0
807,0,0.5,0,9,0,8,0.3,5,20,1284,2,0,1,1,0
1113,0,0.6,1,0,0,25,0.3,1,10,277,12,1,0,1,0
721,1,1.3,1,10,0,16,0.9,1,18,1713,4,0,1,1,1
1188,1,1.5,1,0,0,54,0.3,6,2,485,7,0,1,0,0
1512,1,0.5,0,1,0,52,0.1,1,14,3002,7,0,0,1,2
805,1,0.7,0,0,0,64,0.1,4,14,418,17,0,1,1,0
918,0,0.9,1,1,0,8,0.1,7,5,1652,14,1,1,0,1
1320,0,0.5,1,7,0,48,0.2,5,16,2893,9,0,0,1,2
1236,0,0.9,1,2,1,57,0.1,1,14,1406,20,1,0,1,0
1387,0,0.5,0,0,1,61,0.5,3,0,629,11,1,1,0,0
1883,1,2.7,1,6,1,30,0.5,2,10,3724,20,1,1,1,3
839,0,2.0,1,0,0,14,0.4,7,3,3835,11,1,0,0,3
1593,1,1.0,0,0,1,52,0.7,8,0,1354,13,1,1,1,1
1722,1,1.0,0,7,0,25,0.8,6,19,2376,19,0,0,1,3
1954,0,0.6,1,8,0,7,0.9,3,9,3438,13,1,0,0,3
1788,1,0.5,1,15,1,2,0.3,6,20,2655,4,1,0,1,2
1628,0,0.5,0,5,1,33,0.9,6,8,3361,13,1,0,0,3
1965,0,0.5,0,6,1,4,1.0,7,9,3535,16,1,1,1,3
833,1,2.2,0,4,0,27,0.9,1,6,2150,7,0,1,1,1
571,0,0.6,0,1,1,43,0.5,3,8,2587,18,1,0,0,1
1808,1,0.5,1,1,0,31,0.5,2,16,2736,8,0,0,1,3
1860,0,0.5,1,2,1,55,0.7,6,3,676,4,1,0,1,0
1368,1,1.6,1,4,0,9,0.1,7,7,2941,17,0,1,0,3
1161,0,1.3,1,0,1,21,0.6,8,12,3336,14,1,0,1,3
1224,1,1.6,0,9,0,33,1.0,1,18,3796,13,1,1,0,3
902,1,0.6,1,0,0,63,0.7,5,14,3654,15,0,1,1,3
787,1,0.5,0,15,0,11,0.6,1,16,2934,14,1,0,1,2
854,0,0.5,0,2,0,30,0.5,8,5,2889,11,0,0,1,2
1184,0,1.5,1,1,1,48,0.6,1,6,3315,14,1,1,1,3
1973,0,1.6,1,5,1,39,0.8,4,6,1993,5,1,0,0,2
510,0,1.7,1,3,0,35,0.8,3,6,2509,11,0,1,1,1
966,0,2.0,0,8,1,34,0.5,2,10,3534,11,1,1,1,3
1438,1,1.8,0,3,0,16,0.6,8,7,2246,15,0,0,0,2
1986,0,0.5,0,7,0,51,0.4,3,9,3165,13,1,0,0,3
1907,0,2.0,0,13,0,55,0.9,7,15,286,17,1,0,1,0
1489,0,2.4,1,8,0,32,0.6,1,16,776,8,0,0,0,0
1843,1,1.8,1,13,1,16,0.7,6,18,3213,15,1,1,0,3
825,1,1.5,0,11,0,38,0.4,3,18,716,14,0,1,0,0
1286,1,2.3,0,10,1,16,0.1,2,18,424,4,1,1,0,0
840,0,0.6,0,0,1,63,0.8,7,19,3486,18,1,1,0,3
757,0,2.3,1,5,1,58,0.2,4,7,3237,9,1,0,1,2
814,1,1.1,1,2,0,41,0.8,2,10,1944,12,1,0,0,1
1195,1,1.1,1,2,1,8,0.9,6,6,643,19,1,0,0,0
767,0,0.8,0,7,1,10,0.5,4,12,2317,12,1,1,1,2
1068,0,1.3,0,6,1,52,0.1,8,7,1436,15,1,0,0,1
994,1,2.8,1,0,0,56,0.5,3,3,3190,20,1,1,1,2
1550,1,2.5,0,6,0,21,0.8,2,11,2338,15,0,1,0,2
1878,1,0.5,0,9,0,29,0.6,8,19,1334,2,0,0,0,1
623,0,2.0,0,2,0,6,0.1,3,4,3657,19,1,1,0,2
1829,1,0.5,0,0,1,15,0.4,5,7,2080,12,1,0,1,2
525,0,2.4,1,11,0,35,0.8,7,20,1609,3,0,0,0,0
1065,1,0.5,0,0,1,14,0.7,2,2,3078,18,1,0,1,2
1425,0,1.2,0,9,1,35,0.7,8,14,590,6,1,1,1,0
1296,0,1.4,1,3,0,11,0.2,7,4,2552,10,1,1,1,2
642,0,2.8,0,3,0,34,0.8,2,15,3355,13,0,0,0,2
1664,1,2.9,1,9,1,15,0.5,7,19,1968,9,1,0,0,2
1498,1,0.7,0,3,1,8,0.1,7,4,3358,19,1,0,0,3
981,1,1.9,1,0,0,2,0.1,3,7,1539,19,0,0,0,0
1236,1,2.8,0,6,1,32,0.3,4,18,942,14,1,1,1,0
1673,0,2.8,1,7,0,9,0.1,3,10,3669,10,1,0,1,3
712,1,1.6,0,6,1,9,0.8,2,14,3612,4,1,0,0,3
569,1,0.5,1,10,1,4,0.8,3,19,2351,10,1,1,0,1
603,1,0.7,1,0,1,64,0.2,6,0,604,8,1,1,1,0
1332,0,0.8,1,2,0,11,0.5,2,4,1285,9,1,1,0,1
1413,0,0.6,0,0,1,13,0.1,1,0,515,18,1,1,0,0
1064,0,2.9,1,1,1,34,0.2,6,13,654,6,1,0,0,0
1444,0,0.6,0,2,0,48,0.5,5,17,2540,15,1,1,1,3
1366,1,1.7,1,5,1,53,0.2,5,9,3869,14,1,0,1,3
906,0,2.1,1,7,0,18,0.1,2,11,3412,16,1,0,0,3
1554,0,2.7,1,3,1,47,0.7,5,12,509,19,1,0,0,0
1187,0,2.3,0,0,1,21,0.2,6,6,2547,5,1,1,0,2
1156,1,2.7,1,1,1,30,0.9,3,16,2735,13,1,0,1,2
1918,0,2.8,0,1,0,22,0.3,1,5,1369,6,0,1,1,1
841,1,0.5,1,8,0,39,0.1,6,13,2942,16,0,1,1,2
730,1,1.3,1,6,0,6,0.9,7,10,2812,17,0,0,0,2
878,1,1.3,0,13,1,31,0.5,4,18,3497,11,1,1,0,2
1059,0,0.5,1,0,0,50,0.7,8,1,619,18,0,1,1,0
1578,0,2.9,0,8,0,3,0.9,1,20,3483,16,1,0,0,3
1829,0,1.7,0,0,0,36,0.8,5,1,1475,7,0,0,0,1
1132,0,1.0,0,0,0,8,0.1,1,4,1950,6,0,1,1,1
1652,0,0.6,1,4,1,40,1.0,7,6,3592,6,1,0,0,3
912,0,0.5,1,0,0,58,0.3,5,1,3573,20,1,1,0,3
1181,0,2.3,0,12,1,61,0.6,2,16,2020,18,1,1,0,1
1497,1,0.7,0,5,0,32,0.7,3,9,1329,7,1,1,0,2
1790,1,2.3,1,3,1,49,0.5,3,11,3568,18,1,0,1,3
1742,1,1.6,0,3,0,49,0.8,1,9,1947,6,1,0,1,2
1549,1,0.5,0,4,0,8,0.4,5,7,1998,15,1,1,0,2
1372,1,2.7,0,7,0,34,0.4,4,17,725,20,1,0,0,0
1112,0,0.5,0,0,1,12,0.9,4,6,3302,20,1,1,1,3
1005,0,0.5,0,0,0,46,0.4,8,17,3884,20,0,1,1,3
783,1,1.7,1,9,1,27,0.3,6,11,1185,6,1,1,1,0
1698,0,2.5,0,10,1,26,0.4,2,18,1656,17,1,0,1,2
899,1,2.7,0,3,1,53,0.3,4,11,2870,10,1,0,1,2
1062,0,1.5,0,3,0,45,0.2,3,4,911,9,0,0,0,0
989,1,2.0,0,4,0,17,0.2,3,19,3892,19,1,1,0,3
1983,1,1.2,1,6,1,27,0.6,1,11,3897,10,1,1,1,3
1800,1,3.0,0,5,0,53,0.3,1,12,656,18,0,0,1,0
1254,0,1.7,0,0,1,45,0.4,3,3,606,2,1,1,1,1
868,0,1.7,0,0,0,30,0.8,4,0,1653,17,1,0,0,1
1205,0,0.5,1,3,0,12,0.6,4,6,860,14,1,0,1,0
1284,1,2.8,1,0,0,10,0.9,2,14,2197,9,0,1,1,1
626,0,0.7,1,2,1,23,0.5,2,9,3458,11,1,0,1,2
1763,0,2.9,1,1,1,53,0.2,4,20,2066,17,1,1,1,1
694,1,1.8,1,15,0,36,0.4,4,20,3676,5,1,0,1,3
1265,0,0.6,1,4,1,49,0.5,1,5,1518,8,1,0,1,1
816,1,0.5,0,4,0,14,0.9,3,13,1018,15,1,0,0,0
904,0,1.8,0,3,1,35,0.4,3,4,1360,11,1,0,0,0
979,0,0.5,1,0,1,5,0.5,7,2,3449,14,1,0,0,3
1531,0,2.0,0,0,1,60,0.4,6,1,2524,7,1,0,0,2
934,0,2.0,1,2,0,30,0.7,8,15,703,7,0,0,1,0
1624,1,2.6,1,0,0,58,1.0,3,11,1251,18,0,1,1,1
874,0,1.3,0,5,0,8,0.5,1,20,582,15,0,0,0,0
1027,1,2.2,0,0,0,63,0.8,5,4,1732,13,0,1,1,1
1966,0,0.8,1,15,1,48,0.2,1,16,1252,19,1,1,1,2
1048,1,1.5,0,2,1,29,1.0,1,4,2146,2,1,0,0,1
1496,1,1.9,1,13,0,38,0.1,4,14,1927,6,0,0,1,1
959,1,1.7,0,15,0,13,0.4,4,16,3328,10,1,1,1,2
1349,1,2.2,1,5,0,55,0.1,7,7,2462,17,1,0,1,2
1689,1,2.4,1,0,1,13,0.9,2,9,1172,17,1,1,1,0
1558,1,2.4,0,0,1,27,0.1,1,1,3598,12,1,0,1,3
582,0,0.5,1,3,0,27,0.2,3,10,2437,2,1,1,1,2
1485,0,2.8,0,3,1,44,0.1,4,14,3271,8,1,1,0,3
1991,1,1.8,0,11,0,9,0.7,3,12,1511,9,0,0,0,1
553,0,0.5,1,2,1,23,0.5,3,3,2981,14,1,0,0,2
1231,0,0.7,1,2,0,7,0.9,1,7,3119,15,1,1,0,3
805,0,0.8,0,1,0,34,0.6,6,2,3647,9,1,0,1,3
764,1,1.2,1,1,0,13,1.0,8,2,3148,6,1,1,0,2
894,0,0.9,0,5,1,54,0.2,3,15,2829,13,1,0,1,2
1589,0,2.6,0,9,0,46,0.4,3,16,2373,20,1,1,0,2
1456,0,1.6,1,9,1,39,0.1,8,10,3998,13,1,1,0,3
743,0,0.5,1,0,1,33,0.3,2,1,316,4,1,0,0,0
1061,1,2.1,0,3,1,52,0.1,7,4,999,9,1,1,0,0
1428,1,1.6,0,0,0,7,0.1,4,2,1808,13,0,1,0,1
674,1,2.8,1,0,1,8,0.2,3,0,589,4,1,1,0,0
832,0,1.1,0,0,1,46,0.3,6,0,3317,19,1,1,0,3
1625,1,0.5,1,2,1,50,0.1,8,17,670,8,1,0,0,0
907,0,1.4,1,3,0,42,0.2,1,16,584,6,1,0,0,0
1631,0,0.5,0,2,1,13,0.5,2,16,2173,8,1,1,0,2
1584,1,1.3,0,6,0,41,0.6,4,15,1561,17,0,0,1,1
1382,1,0.5,0,7,1,13,0.3,2,18,2073,9,1,0,1,1
633,1,1.4,0,0,1,46,0.7,6,10,1401,11,1,1,0,1
1444,1,2.1,0,9,0,38,0.4,7,16,3764,10,0,0,0,3
852,1,1.6,1,6,1,54,0.4,5,7,1275,12,1,0,1,0
922,1,0.7,0,0,1,47,1.0,8,14,1464,12,1,0,1,1
1745,0,1.5,1,4,1,57,0.1,3,16,2885,5,1,1,1,3
862,0,2.3,0,9,1,6,0.1,8,14,3458,9,1,1,1,3
1754,1,2.1,1,1,1,52,1.0,4,3,3019,19,1,0,1,3
1008,0,2.5,0,3,0,36,1.0,1,14,1083,6,0,0,0,1
1569,0,0.5,1,3,0,33,0.2,1,13,3538,15,1,0,1,3
1596,0,2.9,1,7,0,7,0.7,2,9,2493,13,1,1,1,2
1807,1,0.5,1,2,1,61,0.1,6,6,3726,15,1,0,0,3
1660,0,2.8,1,4,0,7,0.8,1,6,1531,7,0,0,0,1
1861,1,0.9,0,4,1,55,0.5,7,8,601,4,1,0,0,1
648,0,1.9,1,4,0,8,1.0,5,19,2991,4,0,0,1,2
1379,0,0.5,1,1,0,19,0.3,8,17,3912,19,0,1,1,3
1910,1,1.7,0,0,0,34,0.6,2,0,309,10,0,0,1,0
1807,0,2.0,1,0,1,13,0.5,8,0,323,3,1,1,1,0
1923,0,0.5,1,7,0,46,0.5,1,10,1489,3,1,1,1,1
1345,1,3.0,0,7,1,38,0.1,3,11,1322,15,1,0,0,1
904,0,1.6,1,5,1,14,0.2,8,9,1846,3,1,0,1,1
1239,0,1.2,1,5,1,52,0.9,2,10,417,6,1,0,1,0
1330,0,0.9,0,6,1,52,0.8,4,12,3269,8,1,1,0,3
516,1,0.7,1,1,0,30,0.9,1,12,3731,15,0,0,0,2
672,1,0.5,1,0,0,54,0.9,4,11,667,14,0,0,0,0
892,1,0.5,0,0,1,47,0.4,1,18,1241,9,1,0,1,1
1778,0,0.5,0,0,1,23,0.5,6,11,3941,13,1,0,0,3
1130,1,2.5,0,4,1,58,0.1,5,14,1018,16,1,0,0,0
1359,0,0.6,0,4,0,59,0.3,2,6,3142,17,0,1,1,3
1866,1,2.5,1,3,1,47,0.8,5,9,1444,20,1,0,0,1
1597,0,2.3,0,11,0,34,0.4,1,14,934,9,0,1,0,0
1046,1,2.8,1,0,1,58,0.2,8,0,3863,9,1,1,1,3
1035,0,0.6,1,2,1,44,0.5,3,3,3506,12,1,1,0,3
1175,1,1.3,0,2,0,19,0.3,7,9,1944,9,1,1,0,1
1261,1,0.5,1,0,1,11,0.2,4,0,348,14,1,0,1,0
1068,0,0.7,1,9,0,51,0.5,4,15,550,6,1,1,0,0
1713,0,3.0,1,5,1,20,0.9,7,17,971,10,1,0,0,0
1688,0,2.5,0,0,1,21,0.2,7,0,3984,8,1,1,1,3
1413,1,0.5,1,4,1,45,0.4,5,6,2973,15,1,0,1,3
559,1,0.5,0,10,0,11,0.4,5,14,2019,16,1,1,1,1
1483,1,2.6,1,13,0,19,0.6,7,19,1587,19,0,0,0,1
860,1,1.6,1,13,0,48,0.5,7,18,1870,18,1,0,0,1
1090,0,1.3,1,5,0,27,0.1,4,16,1352,11,0,1,0,1
686,1,0.5,0,11,0,3,0.3,6,15,570,19,0,1,0,0
818,0,1.3,0,14,0,43,0.9,6,15,546,7,1,1,1,0
1456,0,1.6,1,5,0,49,0.2,3,20,3624,16,1,1,0,3
